Slno,Area,Year,Rural population,Urban population,Urbanization Rate,"Abaca, manila hemp, raw","Agave fibres, raw, n.e.c.","Almonds, in shell","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Apples,Apricots,Areca nuts,Artichokes,Asparagus,Avocados,"Bambara beans, dry",Bananas,Barley,"Beans, dry",Beeswax,Blueberries,"Brazil nuts, in shell","Broad beans and horse beans, dry","Broad beans and horse beans, green",Buckwheat,"Buffalo fat, unrendered",Cabbages,Canary seed,Cantaloupes and other melons,Carrots and turnips,"Cashew nuts, in shell",Cashewapple,Cassava leaves,"Cassava, fresh",Castor oil seeds,"Cattle fat, unrendered",Cauliflowers and broccoli,Cereals n.e.c.,Cherries,"Chestnuts, in shell","Chick peas, dry",Chicory roots,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","Cinnamon and cinnamon-tree flowers, raw","Cloves (whole stems), raw",Cocoa beans,"Coconuts, in shell","Coffee, green","Coir, raw","Cow peas, dry",Cranberries,Cucumbers and gherkins,Currants,Dates,"Edible offal of buffalo, fresh, chilled or frozen","Edible offal of cattle, fresh, chilled or frozen","Edible offal of goat, fresh, chilled or frozen","Edible offal of pigs, fresh, chilled or frozen","Edible offal of sheep, fresh, chilled or frozen","Edible offals of camels and other camelids, fresh, chilled or frozen","Edible offals of horses and other equines,  fresh, chilled or frozen","Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Eggplants (aubergines),"Eggs from other birds in shell, fresh, n.e.c.",Fat of camels,Fat of pigs,Figs,"Flax, raw or retted",Fonio,"Game meat, fresh, chilled or frozen","Ginger, raw","Goat fat, unrendered",Gooseberries,Grapes,Green corn (maize),Green garlic,"Groundnuts, excluding shelled","Hazelnuts, in shell",Hempseed,"Hen eggs in shell, fresh",Hop cones,"Horse meat, fresh or chilled",Jojoba seeds,"Jute, raw or retted",Kapok fruit,Karite nuts (sheanuts),"Kenaf, and other textile bast fibres, raw or retted",Kiwi fruit,Kola nuts,Leeks and other alliaceous vegetables,Lemons and limes,"Lentils, dry",Lettuce and chicory,Linseed,Locust beans (carobs),Lupins,Maize (corn),"Mangoes, guavas and mangosteens",Maté leaves,"Meat of asses, fresh or chilled","Meat of buffalo, fresh or chilled","Meat of camels, fresh or chilled","Meat of cattle with the bone, fresh or chilled","Meat of chickens, fresh or chilled","Meat of ducks, fresh or chilled","Meat of geese, fresh or chilled","Meat of goat, fresh or chilled","Meat of mules, fresh or chilled","Meat of other domestic camelids, fresh or chilled","Meat of other domestic rodents, fresh or chilled","Meat of pig with the bone, fresh or chilled","Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","Meat of rabbits and hares, fresh or chilled","Meat of sheep, fresh or chilled","Meat of turkeys, fresh or chilled",Melonseed,Millet,Mixed grain,Mushrooms and truffles,Mustard seed,Natural honey,Natural rubber in primary forms,"Nutmeg, mace, cardamoms, raw",Oats,Oil palm fruit,Okra,Olives,"Onions and shallots, dry (excluding dehydrated)","Onions and shallots, green",Oranges,"Other beans, green",Other berries and fruits of the genus vaccinium n.e.c.,"Other citrus fruit, n.e.c.","Other fibre crops, raw, n.e.c.","Other fruits, n.e.c.","Other meat of mammals, fresh or chilled","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","Other oil seeds, n.e.c.",Other pome fruits,Other pulses n.e.c.,"Other stimulant, spice and aromatic crops, n.e.c.",Other stone fruits,Other sugar crops n.e.c.,"Other tropical fruits, n.e.c.","Other vegetables, fresh n.e.c.",Papayas,Peaches and nectarines,Pears,"Peas, dry","Peas, green","Pepper (Piper spp.), raw","Peppermint, spearmint",Persimmons,"Pigeon peas, dry",Pineapples,"Pistachios, in shell",Plantains and cooking bananas,Plums and sloes,Pomelos and grapefruits,Poppy seed,Potatoes,"Pumpkins, squash and gourds","Pyrethrum, dried flowers",Quinces,Quinoa,"Ramie, raw or retted",Rape or colza seed,Raspberries,Raw hides and skins of buffaloes,Raw hides and skins of cattle,Raw hides and skins of goats or kids,Raw hides and skins of sheep or lambs,Raw milk of buffalo,Raw milk of camel,Raw milk of cattle,Raw milk of goats,Raw milk of sheep,Rice,Rye,Safflower seed,"Seed cotton, unginned",Sesame seed,"Sheep fat, unrendered","Shorn wool, greasy, including fleece-washed shorn wool",Silk-worm cocoons suitable for reeling,"Sisal, raw","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",Sorghum,Sour cherries,Soya beans,Spinach,Strawberries,String beans,Sugar beet,Sugar cane,Sunflower seed,Sweet potatoes,Tallowtree seeds,"Tangerines, mandarins, clementines",Taro,Tea leaves,Tomatoes,Triticale,"True hemp, raw or retted",Tung nuts,Unmanufactured tobacco,"Vanilla, raw",Vetches,"Walnuts, in shell",Watermelons,Wheat,Yams,Yautia,Food Price Index,Average dietary energy requirement (kcal/cap/day),Percentage of children under 5 years affected by wasting (percent),Prevalence of severe food insecurity in the total population (percent) (3-year average),Prevalence of undernourishment (percent) (3-year average),Agricultural land,Agriculture,Arable land,Cropland,Farm buildings and Farmyards,Perm. meadows & pastures - Cultivated,Perm. meadows & pastures - Nat. growing,Permanent crops,Permanent meadows and pastures,Temporary crops,Temporary fallow,Temporary meadows and pastures,Nutrient balance
385,Portugal,2022,3310.217,6837.902,2.065695995,0,0,46220,0,291190,4010,0,0,100,25790,0,28460,27780,0,0,19050,0,3590,3700,0,0,226180,0,59530,100060,0,0,0,0,0,0,52660,1120,24680,22670,0,0,0,41280,0,0,0,0,0,0,0,0,12470,230,0,0,0,0,0,0,0,0,0,5390,0,0,0,3140,0,0,0,0,0,0,903510,0,6200,0,230,0,149720,0,19,0,0,0,0,0,52920,0,19260,30620,0,56910,0,0,0,717990,0,0,0,0,0,103760,314170,9610,0,1310,0,0,0,369720,0,0,14800,45650,0,0,0,13940,0,11465,0,0,21870,0,0,791660,60500,0,378450,13530,2710,0,0,0,0,0,0,9520,8410,0,510,0,0,9310,0,32830,132280,0,8030,0,0,0,0,0,0,0,17770,220,0,319830,109750,0,0,0,0,0,29300,0,0,0,0,0,0,1928870,29880,72180,155570,13540,0,0,0,0,0,0,0,0,0,190,0,6300,18090,0,0,0,12020,0,0,42890,0,0,1541900,18290,0,0,0,0,0,7130,28950,61920,0,0,119.81,2491,0,3.3,2.5,3919.7575,5121.413,932.5586,1799.5946,0,579.8928,1540.27,867.036,2120.1629,601.8075,224.3994,106.3518,39.50376667
386,Puerto Rico,2020,234.336,3416.272,14.57851973,0,0,0,0,0,0,0,0,0,843.61,0,99297.63,0,72.76,0,0,0,0,0,0,0,135.76,0,138.73,0,0,0,0,497.74,0,115.85,0,0,0,0,0,1968.65,0,1993.94,0,0,0,93.7,1979.74,0,0,0,1437.47,0,0,0,704.74,1.14,274.95,12.16,0,0,749.8,1015.76,0,0,621.64,0,0,0,0,143.11,0.16,0,0,613.35,0,0,0,0,209342.22,0,0,0,0,0,0,0,0,0,0,511.82,0,1606.32,0,0,0,153.66,17439.66,0,0,0,0,4826.96,27108.13,0,0,4.45,0,0,0,6455.46,0,195.59,41.7,0,0,0,0,0,0,177.03,0,0,0,0,123.64,0,0,1070.01,14872.05,233.83,0,0,0,2360.85,0,0,0,0,0,1730.8,0,0,0,0,6500,0,0,0,0,0,0,0,162.06,6434.84,0,114420.98,0,621.02,0,0,10283.69,0,0,0,0,0,0,0,482.7,1.37,12.16,0,0,242000,58.34,0,2285.62,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,522.58,0,0,754.31,0,19526.66,0,0,0,0.76,0,0,0,6180.95,0,2353.21,1020.57,101.87,2497,0,0,0,168.9,168.9,50.2,66.2,0,82.9,19.8,16,102.7,7.4204,27.1,15.6796,57.70773333
387,Puerto Rico,2021,233.618,3412.101,14.60547132,0,0,0,0,0,0,0,0,0,949.82,0,100515.77,0,62.54,0,0,0,0,0,0,0,132.92,0,103.17,0,0,0,0,488.07,0,110.61,0,0,0,0,0,1952.05,0,1920.3,0,0,0,81.99,1918.98,0,0,0,1511.43,0,0,0,672.87,1.13,339.14,12.89,0,0,827.65,1016.91,0,0,766.75,0,0,0,0,144.84,0.16,0,0,604.63,0,0,0,0,207634.63,0,0,0,0,0,0,0,0,0,0,618.53,0,1694.41,0,0,0,216.66,16268.67,0,0,0,0,4608.68,20000,0,0,4.42,0,0,0,7962.45,0,198.06,44.19,0,0,0,0,0,0,236.74,0,0,0,0,123.74,0,0,917.14,15751.22,238.96,0,0,0,2322.34,0,0,0,0,0,1735.07,0,0,0,0,7220.82,0,0,0,0,0,0,0,150.28,8035.64,0,118357.62,0,584.72,0,0,10754.06,0,0,0,0,0,0,0,460.87,1.36,12.89,0,0,232971.03,58.07,0,2733.42,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,453.1,0,0,762.41,0,19371.81,0,0,0,0.67,0,0,0,6352.49,0,2255.12,1054.9,104.63,2495,0,0,0,168.9,168.9,50.2,66.2,0,82.9,19.8,16,102.7,7.4458,28.7066,14.0476,54.96983333
388,Puerto Rico,2022,232.637,3407.753,14.64837064,0,0,0,0,0,0,0,0,0,1617,0,105000,0,44,0,0,0,0,0,0,0,110,0,58,0,0,0,0,582,0,105.77,0,0,0,0,0,1973.09,0,1901,0,0,0,60,2740,0,0,0,2099,0,0,0,643.42,1.13,286.63,14.19,0,0,1600,925,0,0,648.03,0,0,0,0,144.26,0.16,0,0,609.5,0,0,0,0,206066.67,0,0,0,0,0,0,0,0,0,0,780,0,1768,0,0,0,385,12822,0,0,0,0,4407.01,18000,0,0,4.4,0,0,0,6729.54,0,197.06,48.66,0,0,0,0,0,0,350,0,0,0,0,123.84,0,0,783,19600,250,0,0,0,2357.74,0,0,0,0,0,1720,0,0,0,0,6656,0,0,0,0,0,0,0,96,11116,0,150547.93,0,527,0,0,15187,0,0,0,0,0,0,0,440.7,1.35,14.19,0,0,234700,58.05,0,3181,0,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,4,326,0,0,774.88,0,19482.05,0,0,0,0.6,0,0,0,6829,0,2195,1105,113.99,2496,0,0,0,168.9,168.9,50.2,66.2,0,82.9,19.8,16,102.7,7.4458,28.7066,14.0476,55.39473333
389,Qatar,2020,21.355,2770.452,129.7331772,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,2264,0,933,109,0,0,0,0,0,63.5,1721,288,0,0,0,90.81,0,3357,0,0,0,0,0,0,0,0,28375,0,26607,0,302.4,186.61,0,2022.03,148.67,0,0,5770,0,59.91,0,6,0,0,0,0,27.14,0,0.5,1074.81,0,0,0,0,191709,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,947,0,0,0,0,1038.48,1512,34761,29,0,950,0,0,0,0,0,0,10716.74,0,0,0,0,0,0,0,0,0,0,0,243,0,2671,0,0,160.13,0,206,0,50,0,0,0,0,0,0,0,0,0,8321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,7217,0,0,0,0,0,0,0,226.8,169.64,1435.64,0,19356.77,7500,10642.21,12933.53,0,0,0,0,0,363.96,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,31817,0,0,0,0,0,0,0,474,2.3,0,0,99.76,2654,0,0,0,74,74,21,24,0,0,0,3,50,8,13,0,126.0557667
390,Qatar,2021,20.497,2819.901,137.5762795,0,0,37,0,0,0,0,0,0,0,0,0,115,1812.1,0,0,0,0,76,0,0,2303,0,346,42,0,0,0,0,0,60.91,1423,129,0,0,0,88.91,0,4111,0,0,0,0,0,0,143,0,21848,0,28716,0,290.06,206.34,0,1533.42,196.99,0,0,6248,0,79.39,0,9,0,0,0,0,30.01,0,3,1083.35,0,0,0,0,196572.6,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,2809,9,0,0,0,1376.01,1450.3,35344,28.8,0,1050.48,0,0,0,0,0,0,8127.13,0,0,0,0,0,0,0,0,0,0,0,722,0,1529,574,0,147.61,0,864,0,257,0,0,0,0,0,0,0,0,0,9169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,9624,0,0,0,0,0,0,0,217.54,187.59,1088.73,0,18676.06,7500,9565.11,12176.17,0,0,0,0,0,276.02,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,39502,0,0,0,0,0,0,0,245,252,0,0,102.42,2646,0,0,0,74,74,21,24,0,0,0,3,50,8,13,0,124.1231333
391,Qatar,2022,19.707,2869.229,145.5944081,0,0,71,0,0,0,0,0,0,0,0,0,41,1951.8,0,0,0,0,37,0,0,2215,0,571,39,0,0,0,0,0,38.86,1212,1,0,0,0,88.58,0,4072,0,0,0,0,0,0,212,0,23947,0,33886,0,185.04,221.44,0,1054.02,43.26,0,0,10702.2,0,17.43,0,27,0,0,0,0,32.21,0,0,1086.17,0,0,0,0,261513,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,1151,7,0,0,0,302.16,925.2,25671,29,0,1127.33,0,0,0,0,0,0,5586.31,0,0,0,0,0,0,0,0,0,0,0,369,0,2085.3,248,0,125.5,0,730,0,197,0,0,0,0,0,0,0,0,0,7719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.4,9064,0,0,0,0,0,0,0,138.78,201.31,748.35,0,17267.21,7500,9163.1,11324.59,0,0,0,0,0,189.72,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,26989,0,0,0,0,0,0,0,521,0.9,0,0,106.54,2644,0,0,0,74,74,21,24,0,0,0,3,50,8,13,0,132.9099667
392,Republic of Korea,2020,9572.865,41934.11,4.380518267,0,0,0,0,422115,0,0,0,0,0,0,0,98396,7407,3944.3,0,0,0,0,1549,0,2555876,0,148875,100875,0,0,0,0,0.13,13357.38,86.43,19677,0,53036.96,0,0,0,243424,0,0,0,0,0,0,0,0,335596,0,0,0,33393.44,384.23,187698.65,1.74,0,0,0,5061.9,418000,0,94797.3,0,0,0,0,31538,65.32,0,165906,0,363432,9512,0,0,14039399.86,0,0,0,0,0,0,0,8010.56,0,148498.02,0,0,96774,0,0,0,91766,0,0,0,0,0,291000,962000,86587.81,13.06,1921.15,0,0,0,1403000,0,1512.87,6.14,0,0,1000,0,23584.54,0,29811.39,0,0,0,0,0,0,1168227,417881,0,0,0,1100,0,158176,2798.3,19020.87,38784,0,10344,0,0,0,0,3317765.42,0,189058,132580,6,0,0,0,198817,0,970.53,0,0,50028,0,0,553194,325325,0,0,0,0,1000,0,0,34347.54,318.91,1.33,0,0,2088786,9274.43,0,4713162,2.59,0,0,6795,0.27,0,6.35,0,0,2898.03,0,80926,63005,163646,0,0,0,0,329927,0,658859,0,2370.86,344048,0,16.28,0,28196.91,0,0,1149.45,466529,16985,0,0,113.59,2469,0.2,0.7,2.5,1621,1621,1352,1565,0,0,0,213,56,1189.3,63,99.7,105.2800667
393,Republic of Korea,2021,9602.94,42063.715,4.380295514,0,0,0,0,515931,0,0,0,0,0,0,0,88523,7402,3950.89,0,0,0,0,1967,0,2403447,0,198598,112105,0,0,0,0,0.13,13954.1,87.66,16205,0,52238.85,0,0,0,261132,0,0,0,0,0,0,0,0,283933,0,0,0,34885.25,387.38,188233.78,2.09,0,0,0,5026.6,418000,0,95067.57,0,0,0,0,35842,65.85,0,168150,0,308532,10671,0,0,14058500.6,0,0,0,0,0,0,0,8160.35,0,148752.38,0,0,97137,0,0,0,95141,0,0,0,0,0,304000,935000,71921.13,14.12,1936.9,0,0,0,1407000,0,1702.56,7.4,0,0,1000,0,23848.72,0,29513.51,0,0,0,0,0,0,1576752,493162,0,0,0,1100,0,136320,2817.8,18994.11,42493,0,9884,0,0,0,0,3319757.1,0,192094,210293,6.22,0,0,0,200610,0,973.22,0,0,50257,0,0,554893,242914,0,0,0,0,1000,0,0,35881.97,321.53,1.61,0,0,2034384,8896.53,0,5211037,2.77,0,0,10090,0.32,0,6.26,0,0,2829.48,0,110781,54444,177480,0,0,0,0,348912,0,635835,0,2388.49,369383,0,16.14,0,27995.44,0,0,1153.77,489029,26324,0,0,120.27,2469,0,0.8,2.5,1603,1603,1343,1547,0,0,0,204,56,1191.5172,69,82.4828,104.2884333
394,Republic of Korea,2022,9623.822,42193.408,4.38426729,0,0,0,0,566041,0,0,0,0,0,0,0,67983,10331,3983.2,0,0,0,0,1982,0,2518193,0,200495,81588,0,0,0,0,0.13,15147.54,88.03,21882,0,53061.4,0,0,0,215050,0,0,0,0,0,0,0,0,281926,0,0,0,37868.85,387.3,189839.19,1.82,0,0,0,5019.16,418000,0,95878.38,0,0,0,0,22137,65.84,0,188771,0,272759,10711,0,0,14390197.89,0,0,0,0,0,0,0,8180.36,0,149206.69,0,0,101831,0,0,0,91211,0,0,0,0,0,330000,925000,67012.92,12.76,1936.49,0,0,0,1419000,0,1588.61,6.44,0,0,1000,0,23889.3,0,29857.31,0,0,0,0,0,0,1195563,448632,0,0,0,1100,0,128237,2813.96,19177.2,47579,0,9395,0,0,0,0,3320548.17,0,191310,251093,6.22,0,0,0,217853,0,967.37,0,0,52374,0,0,480601,263099,0,0,0,0,1000,0,0,38950.82,321.46,1.4,0,0,1975414,8992.12,0,4998223,2.77,0,0,11679,0.28,0,6.54,0,0,2851.85,0,129925,54715,158807,0,0,0,0,337153,0,610454,0,2376.22,378808,0,16.34,0,27838.13,0,0,1154.78,487167,34562,0,0,127.39,2469,0,0.9,2.5,1584,1584,1320,1528,0,0,0,208,56,1171.1115,73,75.8885,107.0575
395,Republic of Moldova,2020,2296.147,1721.54,0.749751649,0,0,655.9,0,480368,5487,0,0,0,0,0,0,106763,13073,0,0,0,0,0,4,0,14715,0,1795,19248,0,0,0,0,0,83.33,985.19,0,10362,0,2998.65,0,0,10332,0,0,0,0,0,0,0,0,23699,234,0,0,438.58,0,1411.96,95.12,0,31.03,0,4183,640,0,1411.96,0,0,0,0,0,0,33,462050,4279.27,7382,0,352,0,661963.97,0,266,0,0,0,0,0,0,0,368.08,0,0,0,0,0,0,785170,0,0,0,0,0,2499.9,40589.3,0,0,0,0,0,0,20636.3,0,602,804.9,283.63,0,15,697,1767,0,2955,0,0,1546,0,0,0,48746,0,0,1790.08,0,0,0,0,0,494.58,0,0,0,0,0,0,0,27412,0,18702,4409,13010,5957,0,0,0,0,0,0,0,103173,0,0,171899,28558,0,2905,0,0,47128,4490,0,263.15,0,365.86,0,0,290529,7056,24164,0,1880,0,0,0,43.9,1464,0,0,0,12539,9657,33360,0,10460,0,423235,0,492536,0,0,0,0,0,23342,0,0,0,435,0,104,14669,27096,569735,0,0,141.9,2455,0,4.9,2.5,2264.6,2285.5,1699.8,1927,20.9,0,337.6,227.2,337.6,1679.2,20.6,0,13.79826667
396,Republic of Moldova,2021,2282.838,1721.993,0.754321156,0,0,650.8,0,647669,8682,0,0,0,0,0,0,253391,13907,0,0,0,0,0,5,0,13967,0,2351,21661,0,0,0,0,0,75.8,980.25,0,10236,0,2988.23,0,0,9962,0,0,0,0,0,0,0,0,30131,427,0,0,398.95,0,1333.24,93.65,0,27,0,4832,640,0,1333.24,0,0,0,0,0,0,31,490676,4260.41,7752,0,350.28,0,610212,0,231.4,0,0,0,0,0,0,0,361.15,0,0,0,0,0,0,2792723,0,0,0,0,0,2274,37595.8,0,0,0,0,0,0,19485.8,0,737.4,792.4,284.58,0,624,4439,1714.5,0,5038,0,0,2404,0,0,0,44952,0,0,1777.73,0,0,0,0,0,496.04,0,0,0,0,0,0,0,30000,0,18504,5058,23542,5544,0,0,0,0,0,0,0,136113,0,0,218291,22578,0,2757,0,0,92355,5071,0,239.37,0,360.18,0,0,264948,7186,23134,0,3068,0,0,0,43.22,1265,0,0,0,29310,9156,50523,0,12796,0,757834,0,960121,0,0,0,0,0,25305,0,0,0,498,0,251,19125,38104,1565218,0,0,151.99,2453,0,4.8,2.5,2275,2299,1711,1937,24,0,338,226,338,1690.5,20.5,0,-4.157866667
397,Republic of Moldova,2022,2267.969,1723.006,0.759713206,0,0,648.68,0,447722,11853,0,0,0,0,0,0,132707,9526,0,0,0,0,0,3,0,15734,0,2840,23536,0,0,0,0,0,66.63,984.77,0,13563,0,2989.16,0,0,13828,0,0,0,0,0,0,0,0,16140,511,0,0,350.7,0,1384.1,44.03,0,3.9,0,6196,640,0,1384.1,0,0,0,0,0,0,16,531134,4246.94,8347,0,352.75,0,646647.48,0,33.4,0,0,0,0,0,0,0,365.65,0,0,0,0,0,0,752297,0,0,0,0,0,1999,45759.1,0,0,0,0,0,0,20229.2,0,849.92,372.6,282.69,0,83,1628,1618,0,4463,0,0,1553,0,0,0,53364,0,0,1797.9,0,0,0,0,0,499.07,0,0,0,0,0,0,0,27437,0,20482,4697,15394,4239,0,0,0,0,0,0,0,100201,0,0,171799,27324,0,2634,0,0,77378,6943,0,210.42,0,169.36,0,0,240931,7133,22962,0,853,0,0,0,20.32,1276.3,0,0,0,13928,9747,32354,0,12313,0,478204,0,627144,0,0,0,0,0,47047,0,0,0,66,0,594,19120,26265,855007,0,0,201.7,2466,0,5.3,2.5,2231,2398,1723,1945,28,0,335,222,335,1703,20,0,7.6493
398,Romania,2020,8880.997,10507.365,1.183128989,0,0,0,0,537470,26770,0,0,220,0,0,0,1141010,0,0,1170,0,9590,0,0,0,541920,0,86780,113740,0,0,0,0,0,0,64780,1390,37640,50,0,0,0,140820,0,0,0,0,0,0,0,0,165070,20,0,0,0,0,0,0,0,0,0,88420,0,0,0,0,40,0,0,0,0,0,932770,0,31560,0,1580,0,4957853,210,0,0,0,0,0,0,0,0,860,0,0,2210,1810,0,90,10096690,0,0,0,0,0,87490,0,0,0,4070,0,0,0,388170,0,0,50570,0,0,0,0,14320,0,30714,0,0,196660,0,0,0,230250,0,0,29550,430,0,0,0,0,0,1850,28370,990,0,0,0,0,740,0,15900,46640,111310,6280,0,0,0,0,0,0,0,757880,0,0,1601240,23550,0,0,0,0,780160,130,0,0,0,0,16100,0,3679600,240800,426000,24670,28490,0,0,0,0,0,0,0,0,35700,33460,340820,1260,22960,0,718480,0,2122870,0,0,0,0,0,493720,236450,2970,0,1150,0,0,48350,259490,6392370,0,0,113.66,2483,0,3.7,2.5,13049,13049,8483,8886,0,0,0,403,4163,7377,219,887,25.66946667
399,Romania,2021,8812.219,10482.858,1.189582102,0,0,0,0,593700,26840,0,0,240,0,0,0,1981030,0,0,1930,0,12030,10,0,0,548640,0,82210,121200,0,0,0,0,0,0,50000,2730,40670,30,0,0,0,154790,0,0,0,0,0,0,0,0,149990,40,0,0,0,0,0,0,0,0,0,95860,0,0,0,0,130,0,0,0,0,0,1005280,0,30130,0,660,0,5439156,210,0,0,0,0,0,0,0,0,180,0,0,1650,3360,0,70,14820690,0,0,0,0,0,82720,451850,0,0,3830,0,0,0,391390,0,0,53560,0,0,0,0,14490,0,30831,0,0,209850,0,0,0,218500,0,0,27310,1050,0,0,0,0,0,4550,29020,2270,0,0,0,0,330,0,14120,49460,159590,4930,0,0,0,0,0,0,0,807170,0,0,1397840,19320,0,0,0,0,1375070,180,0,0,0,0,15200,0,3637000,227800,419700,14980,35100,0,0,0,0,0,0,0,0,33750,34260,367740,910,18430,0,783530,0,2843530,0,0,0,0,0,500200,259210,2770,0,970,0,0,54250,300000,10433750,0,0,117.34,2483,0,5.7,2.5,13079,13079,8588,8989,0,0,0,401,4090,7383,324,881,15.02106667
400,Romania,2022,8739.305,10463.159,1.197252985,0,0,0,0,543380,23500,0,0,0,0,0,0,1706650,0,0,3330,0,7450,0,0,0,387400,0,32740,86490,0,0,0,0,0,0,23990,1870,34320,50,0,0,0,105210,0,0,0,0,0,0,0,0,77830,50,0,0,0,0,0,0,0,0,0,64560,0,0,0,0,240,0,0,0,0,0,804800,0,22500,0,910,0,5531635,190,0,0,0,0,0,0,0,0,220,0,0,1720,2480,0,30,8037130,0,0,0,0,0,82640,475450,0,0,3740,0,0,0,344970,0,0,58350,0,0,0,0,14730,0,29760,0,0,171600,0,0,0,145470,0,0,12010,900,0,0,0,0,0,1570,26810,2060,0,0,0,0,300,0,12370,42320,109240,1340,0,0,0,0,0,0,0,665730,0,0,1345780,14280,0,0,0,0,1229530,170,0,0,0,0,14100,0,3621800,221600,404400,16900,34850,0,0,0,0,0,0,0,0,14830,28970,258530,730,17600,0,281330,0,2106570,0,0,0,0,0,298920,192410,1290,0,190,0,0,53400,145610,8684240,0,0,135.74,2488,0,7.1,2.5,12678,12678,8211,8605,0,0,0,394,4073,7158,205,848,22.1984
401,Russian Federation,2020,36300.573,107486.269,2.961007503,0,0,0,36926.1,2040700,72800,0,0,0,0,0,0,20938993.2,6285.7,0,3600,0,8433.2,335.45,892160.2,0,2629614.7,0,0,1368575.8,0,0,0,0,7.7,54458.07,22019.3,21693.5,51000,0,291132.9,25.3,0,0,0,0,0,0,0,0,0,0,1686975.5,436900,0,0,283755.19,2673.86,287318.77,27191.17,18.75,5482.31,0,0,431994,7.56,287318.77,0,39262.3,0,0,0,526.67,72800,681908.3,0,189659.3,0,0,3128.1,46995585.1,221.1,48166,0,0,0,0,50630.18,0,0,0,0,115556.4,0,787922.6,0,103791.7,13879210.1,0,0,0,0,131,1633742,4576733,0,0,18636,0,0,0,4281613,0,18364,196133,0,0,396457.5,0,86377.88,103032.9,66368,0,0,4132095.8,0,0,0,1738165,0,66.6,0,4400,0,0,1200,448502,20626.9,31571.6,0,3893.2,0,0,0,0,1994127,0,40000,72800,2740075.4,116115.7,0,0,0,0,0,0,0,182000,0,0,19607361,1143127,0,7300,0,0,2572492.4,182000,0,194902.55,3038.48,25853.9,0,28.51,31959801,254357,4979,1141818.9,2377628.9,96635.8,0,0,8915.14,51660,0,0,0,53046.9,254800,4307593.2,0,218400,0,33915085.9,0,13314418,0,0,0,0,342,2975587.7,310455,1314.83,0,90.6,0,177556.6,0,1584310.3,85896325.7,0,0,121.68,2463,0,0.5,2.5,215494,215494,121649,123442,0,0,0,1793,92052,70021.376,7174.592,44453.032,5.631833333
402,Russian Federation,2021,36004.318,107632.491,2.989432851,0,0,0,90062.6,2215300,79000,0,0,0,0,0,0,17996404.6,7008.1,0,4000,0,7466.3,336.38,919147.4,0,2180331,0,0,1262842.9,0,0,0,0,113.55,55784.87,21552.5,14736.78,55300,0,316840.4,38,0,0,0,0,0,0,0,0,0,0,1602606,474300,0,0,290668.52,2675.58,288824.61,27287.24,16.46,5360.63,0,0,335626,6.63,288824.61,0,25947,0,0,0,527.01,79000,751494.2,0,148904.3,0,0,3239.7,47074678.46,195.7,47097,0,0,0,0,50618.38,0,0,0,0,176131.8,0,1300173.4,0,69723.1,15237582.7,0,0,0,0,115,1673546,4617338,0,0,18648,0,0,0,4304053,0,18719,196826,0,0,368295.9,0,110976.96,144596.3,64533,0,0,3775745,0,0,0,1542784.2,0,72.4,0,4700,0,0,1300,469780,31710.9,40976.2,0,3101,0,0,0,0,1864545.6,0,43500,79000,3167794.7,137937.7,0,0,0,0,0,0,0,197600,0,0,18295535.1,1105086,0,7900,0,0,2793796.4,197600,0,199651.1,3040.43,25945.25,0,28.54,32078587,249284,5379,1076411.5,1721937.8,151384.8,0,0,8946.64,47838,0,0,0,115405.5,276700,4759908.3,0,237100,0,41201668.6,0,15656143.2,0,0,0,0,229.3,3051227,288488.1,1315.69,0,6.9,0,91051.9,0,1898823.7,76060948.4,0,0,133.37,2464,0,0.5,2.5,215494,215494,121649,123442,0,0,0,1793,92052,71093.595,6828.605,43726.8,5.635933333
